Unnamed: 0;Age;Sexe;Profession;Type_logement;Compte_epargne;Compte_courant;Credit_amount;Duration;Purpose;Risk
661;23;homme;2;propriétaire;;moins de 500;900;12;car;bad
662;50;homme;2;propriétaire;moins de 3000;;2241;21;furniture/equipment;good
663;35;homme;3;propriétaire;moins de 3000;entre 500 et 3000;1050;6;furniture/equipment;good
664;50;femme;0;propriétaire;moins de 3000;plus de 3000;1047;6;education;good
665;27;homme;3;propriétaire;moins de 3000;;6314;24;vacation/others;good
666;34;homme;2;propriétaire;entre 10000 et 30000;entre 500 et 3000;3496;30;furniture/equipment;good
667;27;femme;2;propriétaire;moins de 3000;;3609;48;business;good
668;43;homme;2;location;moins de 3000;moins de 500;4843;12;car;bad
669;47;homme;2;propriétaire;moins de 3000;plus de 3000;3017;30;radio/TV;good
670;27;homme;0;propriétaire;entre 3000 et 10000;;4139;24;business;good
671;31;homme;2;propriétaire;entre 3000 et 10000;;5742;36;business;good
672;42;homme;3;propriétaire;moins de 3000;;10366;60;car;good
673;24;homme;2;propriétaire;plus de 30000;;2080;6;car;good
674;41;homme;0;propriétaire;plus de 30000;;2580;21;business;bad
675;26;femme;3;location;moins de 3000;;4530;30;radio/TV;good
676;33;homme;2;propriétaire;moins de 3000;;5150;24;furniture/equipment;good
677;24;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;5595;72;radio/TV;bad
678;64;homme;0;location;moins de 3000;moins de 500;2384;24;radio/TV;good
679;26;femme;2;propriétaire;moins de 3000;;1453;18;radio/TV;good
680;56;femme;2;propriétaire;moins de 3000;;1538;6;education;good
681;37;homme;2;gratuit;;;2279;12;radio/TV;good
682;33;homme;2;propriétaire;moins de 3000;;1478;15;radio/TV;good
683;47;homme;2;gratuit;moins de 3000;;5103;24;radio/TV;good
684;31;homme;0;propriétaire;entre 3000 et 10000;entre 500 et 3000;9857;36;business;good
685;34;homme;2;gratuit;;;6527;60;car;good
686;27;homme;2;propriétaire;;plus de 3000;1347;10;radio/TV;good
687;30;homme;2;gratuit;entre 3000 et 10000;entre 500 et 3000;2862;36;car;good
688;35;homme;2;propriétaire;entre 3000 et 10000;;2753;9;radio/TV;good
689;31;homme;2;propriétaire;entre 10000 et 30000;moins de 500;3651;12;car;good
690;25;homme;2;propriétaire;moins de 3000;moins de 500;975;15;furniture/equipment;good
691;25;femme;0;propriétaire;entre 3000 et 10000;entre 500 et 3000;2631;15;repairs;good
692;29;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;2896;24;radio/TV;good
693;44;homme;0;propriétaire;;moins de 500;4716;6;car;good
694;28;homme;2;propriétaire;moins de 3000;;2284;24;radio/TV;good
695;50;homme;2;location;plus de 30000;;1236;6;car;good
696;29;homme;2;propriétaire;moins de 3000;entre 500 et 3000;1103;12;radio/TV;good
697;38;femme;0;propriétaire;moins de 3000;;926;12;car;good
698;24;homme;2;propriétaire;moins de 3000;;1800;18;radio/TV;good
699;40;homme;3;location;moins de 3000;plus de 3000;1905;15;education;good
700;29;femme;0;location;plus de 30000;;1123;12;furniture/equipment;bad
701;46;homme;2;gratuit;moins de 3000;moins de 500;6331;48;car;bad
702;47;femme;2;gratuit;entre 3000 et 10000;plus de 3000;1377;24;radio/TV;good
703;41;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;2503;30;business;good
704;32;femme;2;propriétaire;moins de 3000;entre 500 et 3000;2528;27;business;good
705;35;femme;2;gratuit;plus de 30000;;5324;15;car;good
706;24;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;6560;48;car;bad
707;25;femme;2;location;moins de 3000;entre 500 et 3000;2969;12;furniture/equipment;bad
708;25;femme;2;propriétaire;moins de 3000;entre 500 et 3000;1206;9;radio/TV;good
709;37;homme;0;propriétaire;moins de 3000;entre 500 et 3000;2118;9;radio/TV;good
710;32;homme;3;propriétaire;plus de 30000;;629;18;radio/TV;good
711;35;femme;2;gratuit;moins de 3000;moins de 500;1198;6;education;bad
712;46;homme;3;propriétaire;;;2476;21;car;good
713;25;homme;0;propriétaire;moins de 3000;moins de 500;1138;9;radio/TV;good
714;27;homme;3;propriétaire;moins de 3000;entre 500 et 3000;14027;60;car;bad
715;63;homme;2;propriétaire;;;7596;30;car;good
716;40;homme;2;propriétaire;;;3077;30;radio/TV;good
717;32;homme;3;gratuit;moins de 3000;;1505;18;radio/TV;good
718;31;homme;2;propriétaire;;plus de 3000;3148;24;radio/TV;good
719;31;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;6148;20;car;good
720;34;homme;3;propriétaire;moins de 3000;plus de 3000;1337;9;radio/TV;bad
721;24;femme;2;location;entre 10000 et 30000;entre 500 et 3000;433;6;education;bad
722;24;femme;0;propriétaire;moins de 3000;moins de 500;1228;12;car;bad
723;66;femme;0;propriétaire;plus de 30000;entre 500 et 3000;790;9;radio/TV;good
724;21;femme;2;location;moins de 3000;;2570;27;car;bad
725;41;femme;0;propriétaire;entre 10000 et 30000;;250;6;car;good
726;47;homme;0;propriétaire;plus de 30000;;1316;15;radio/TV;good
727;25;femme;2;location;moins de 3000;moins de 500;1882;18;radio/TV;bad
728;59;femme;2;location;moins de 3000;entre 500 et 3000;6416;48;business;bad
729;36;homme;2;propriétaire;entre 10000 et 30000;plus de 3000;1275;24;business;good
730;33;homme;2;propriétaire;moins de 3000;entre 500 et 3000;6403;24;radio/TV;good
731;21;homme;0;location;moins de 3000;moins de 500;1987;24;radio/TV;bad
732;44;femme;0;propriétaire;moins de 3000;entre 500 et 3000;760;8;radio/TV;good
733;28;femme;2;location;entre 10000 et 30000;;2603;24;car;good
734;37;femme;2;propriétaire;moins de 3000;;3380;4;car;good
735;29;femme;0;propriétaire;;entre 500 et 3000;3990;36;domestic appliances;good
736;23;femme;3;location;moins de 3000;entre 500 et 3000;11560;24;car;bad
737;35;homme;0;propriétaire;entre 3000 et 10000;moins de 500;4380;18;car;good
738;45;homme;3;propriétaire;moins de 3000;;6761;6;car;good
739;26;femme;0;location;entre 3000 et 10000;entre 500 et 3000;4280;30;business;bad
740;32;homme;2;propriétaire;entre 3000 et 10000;moins de 500;2325;24;car;good
741;23;homme;0;propriétaire;moins de 3000;entre 500 et 3000;1048;10;radio/TV;good
742;41;homme;2;propriétaire;;;3160;21;radio/TV;good
743;22;homme;2;propriétaire;plus de 30000;moins de 500;2483;24;furniture/equipment;good
744;30;homme;3;propriétaire;;moins de 500;14179;39;furniture/equipment;good
745;28;homme;0;propriétaire;moins de 3000;moins de 500;1797;13;business;good
746;23;femme;2;location;moins de 3000;moins de 500;2511;15;car;good
747;37;femme;0;propriétaire;moins de 3000;moins de 500;1274;12;car;bad
748;26;homme;2;propriétaire;;;5248;21;car;good
749;33;homme;2;propriétaire;moins de 3000;;3029;15;car;good
750;49;femme;2;propriétaire;moins de 3000;moins de 500;428;6;furniture/equipment;good
751;23;femme;0;propriétaire;moins de 3000;moins de 500;976;18;car;bad
752;23;femme;0;location;entre 3000 et 10000;entre 500 et 3000;841;12;business;good
753;25;femme;2;propriétaire;moins de 3000;;5771;30;radio/TV;good
754;55;homme;2;gratuit;entre 10000 et 30000;;1555;12;repairs;bad
755;32;femme;2;location;;moins de 500;1285;24;car;bad
756;74;homme;0;propriétaire;moins de 3000;plus de 3000;1299;6;car;good
757;39;homme;2;gratuit;;plus de 3000;1271;15;radio/TV;bad
758;31;homme;2;propriétaire;moins de 3000;;1393;24;car;good
759;35;homme;2;propriétaire;moins de 3000;moins de 500;691;12;car;bad
760;59;femme;2;propriétaire;;;5045;15;car;good
761;24;femme;2;location;moins de 3000;moins de 500;2124;18;furniture/equipment;bad
762;24;homme;0;propriétaire;moins de 3000;moins de 500;2214;12;radio/TV;good
763;30;homme;3;gratuit;;;12680;21;car;bad
764;27;homme;2;propriétaire;entre 3000 et 10000;;2463;24;car;good
765;40;homme;0;propriétaire;moins de 3000;entre 500 et 3000;1155;12;radio/TV;good
766;31;homme;0;propriétaire;moins de 3000;moins de 500;3108;30;furniture/equipment;bad
767;31;femme;2;location;;;2901;10;car;good
768;28;homme;2;location;moins de 3000;entre 500 et 3000;3617;12;furniture/equipment;good
769;63;homme;0;propriétaire;moins de 3000;;1655;12;radio/TV;good
770;26;femme;2;location;;moins de 500;2812;24;car;good
771;25;femme;3;propriétaire;moins de 3000;moins de 500;8065;36;education;bad
772;36;homme;3;propriétaire;moins de 3000;;3275;21;car;good
773;52;homme;2;propriétaire;entre 3000 et 10000;;2223;24;radio/TV;good
774;66;homme;0;gratuit;plus de 30000;plus de 3000;1480;12;car;good
775;25;femme;2;location;;moins de 500;1371;24;car;bad
776;37;homme;2;propriétaire;moins de 3000;;3535;36;car;good
777;25;femme;2;propriétaire;moins de 3000;moins de 500;3509;18;radio/TV;good
778;38;homme;3;propriétaire;entre 10000 et 30000;;5711;36;car;good
779;67;femme;2;propriétaire;moins de 3000;entre 500 et 3000;3872;18;repairs;good
780;25;homme;2;propriétaire;moins de 3000;entre 500 et 3000;4933;39;radio/TV;bad
781;60;homme;2;propriétaire;entre 10000 et 30000;;1940;24;car;good
782;31;homme;0;propriétaire;moins de 3000;entre 500 et 3000;1410;12;education;good
783;23;femme;0;propriétaire;entre 3000 et 10000;entre 500 et 3000;836;12;car;bad
784;60;homme;3;propriétaire;;entre 500 et 3000;6468;20;car;good
785;35;homme;0;propriétaire;entre 10000 et 30000;entre 500 et 3000;1941;18;business;good
786;40;homme;2;propriétaire;plus de 30000;;2675;22;radio/TV;good
787;38;homme;2;propriétaire;;;2751;48;car;good
788;50;homme;2;gratuit;moins de 3000;entre 500 et 3000;6224;48;education;bad
789;27;homme;2;propriétaire;moins de 3000;moins de 500;5998;40;education;bad
790;39;femme;2;propriétaire;moins de 3000;entre 500 et 3000;1188;21;business;bad
791;41;homme;3;propriétaire;;;6313;24;car;good
792;27;homme;2;propriétaire;;;1221;6;furniture/equipment;good
793;51;homme;2;gratuit;moins de 3000;plus de 3000;2892;24;furniture/equipment;good
794;32;homme;2;location;plus de 30000;;3062;24;furniture/equipment;good
795;22;femme;2;location;entre 3000 et 10000;;2301;9;furniture/equipment;good
796;51;homme;2;gratuit;;moins de 500;7511;18;car;bad
797;22;femme;0;location;moins de 3000;;1258;12;furniture/equipment;good
798;54;homme;2;propriétaire;;;717;24;car;good
799;35;homme;0;propriétaire;;entre 500 et 3000;1549;9;car;good
800;54;homme;2;gratuit;moins de 3000;;1597;24;education;good
801;48;femme;0;location;moins de 3000;entre 500 et 3000;1795;18;radio/TV;good
802;24;femme;2;propriétaire;moins de 3000;moins de 500;4272;20;furniture/equipment;good
803;35;homme;2;propriétaire;;;976;12;radio/TV;good
804;24;femme;0;location;;entre 500 et 3000;7472;12;car;good
805;24;homme;2;propriétaire;moins de 3000;moins de 500;9271;36;car;bad
806;26;homme;0;propriétaire;moins de 3000;entre 500 et 3000;590;6;radio/TV;good
807;65;homme;2;propriétaire;;;930;12;radio/TV;good
808;55;homme;3;gratuit;moins de 3000;entre 500 et 3000;9283;42;car;good
809;26;femme;0;location;moins de 3000;entre 500 et 3000;1778;15;car;bad
810;26;homme;2;propriétaire;moins de 3000;entre 500 et 3000;907;8;business;good
811;28;homme;0;propriétaire;moins de 3000;entre 500 et 3000;484;6;radio/TV;good
812;24;homme;2;propriétaire;moins de 3000;moins de 500;9629;36;car;bad
813;54;homme;2;propriétaire;moins de 3000;moins de 500;3051;48;domestic appliances;bad
814;46;homme;2;gratuit;moins de 3000;moins de 500;3931;48;car;bad
815;54;femme;2;location;moins de 3000;entre 500 et 3000;7432;36;car;good
816;62;homme;2;propriétaire;plus de 30000;;1338;6;domestic appliances;good
817;24;femme;2;location;moins de 3000;;1554;6;radio/TV;good
818;43;homme;3;propriétaire;moins de 3000;moins de 500;15857;36;vacation/others;good
819;26;homme;2;propriétaire;moins de 3000;moins de 500;1345;18;radio/TV;bad
820;27;homme;2;propriétaire;moins de 3000;;1101;12;car;good
821;24;homme;2;propriétaire;moins de 3000;plus de 3000;3016;12;radio/TV;good
822;41;homme;2;propriétaire;moins de 3000;moins de 500;2712;36;furniture/equipment;bad
823;47;homme;0;propriétaire;moins de 3000;moins de 500;731;8;car;good
824;35;homme;3;propriétaire;moins de 3000;;3780;18;furniture/equipment;good
825;30;homme;2;propriétaire;moins de 3000;moins de 500;1602;21;car;good
826;33;femme;2;location;moins de 3000;moins de 500;3966;18;car;bad
827;36;homme;2;propriétaire;moins de 3000;;4165;18;business;bad
828;47;homme;2;gratuit;;moins de 500;8335;36;car;bad
829;38;homme;2;gratuit;;entre 500 et 3000;6681;48;business;good
830;44;homme;2;propriétaire;plus de 30000;;2375;24;business;good
831;23;femme;2;location;moins de 3000;moins de 500;1216;18;car;bad
832;29;homme;2;location;moins de 3000;moins de 500;11816;45;business;bad
833;42;femme;2;propriétaire;;entre 500 et 3000;5084;24;radio/TV;good
834;25;femme;0;propriétaire;moins de 3000;plus de 3000;2327;15;radio/TV;bad
835;48;homme;2;propriétaire;moins de 3000;moins de 500;1082;12;car;bad
836;21;femme;2;propriétaire;;;886;12;radio/TV;good
837;23;femme;0;location;moins de 3000;;601;4;furniture/equipment;good
838;63;homme;2;propriétaire;moins de 3000;moins de 500;2957;24;car;good
839;46;homme;2;propriétaire;moins de 3000;;2611;24;radio/TV;good
840;29;homme;2;propriétaire;moins de 3000;moins de 500;5179;36;furniture/equipment;bad
841;28;homme;0;propriétaire;moins de 3000;;2993;21;car;good
842;23;femme;2;propriétaire;moins de 3000;;1943;18;repairs;bad
843;50;homme;2;propriétaire;moins de 3000;;1559;24;business;good
844;47;homme;2;propriétaire;moins de 3000;;3422;18;furniture/equipment;good
845;35;homme;2;propriétaire;;entre 500 et 3000;3976;21;furniture/equipment;good
846;68;homme;2;location;;;6761;18;car;bad
847;28;homme;2;propriétaire;moins de 3000;;1249;24;car;good
848;59;homme;2;propriétaire;moins de 3000;moins de 500;1364;9;radio/TV;good
849;57;homme;0;propriétaire;moins de 3000;moins de 500;709;12;radio/TV;bad
850;33;homme;2;location;moins de 3000;moins de 500;2235;20;car;bad
851;43;homme;2;propriétaire;;;4042;24;car;good
852;35;homme;2;gratuit;moins de 3000;;1471;15;radio/TV;good
853;32;homme;0;gratuit;moins de 3000;moins de 500;1442;18;car;bad
854;45;homme;2;propriétaire;moins de 3000;;10875;36;car;good
855;33;homme;2;propriétaire;entre 3000 et 10000;;1474;24;car;good
856;40;femme;2;propriétaire;;;894;10;education;good
857;28;homme;2;gratuit;moins de 3000;;3343;15;furniture/equipment;good
858;29;femme;2;propriétaire;moins de 3000;moins de 500;3959;15;car;bad
859;26;homme;2;location;entre 3000 et 10000;;3577;9;car;good
860;27;homme;2;propriétaire;entre 10000 et 30000;;5804;24;car;good
861;28;homme;2;propriétaire;moins de 3000;;2169;18;business;bad
862;35;femme;2;propriétaire;moins de 3000;moins de 500;2439;24;radio/TV;bad
863;32;homme;0;propriétaire;entre 10000 et 30000;;4526;27;furniture/equipment;good
864;25;homme;0;location;moins de 3000;;2210;10;furniture/equipment;bad
865;20;femme;2;location;plus de 30000;;2221;15;furniture/equipment;good
866;27;femme;2;propriétaire;moins de 3000;moins de 500;2389;18;radio/TV;good
867;42;homme;2;propriétaire;moins de 3000;;3331;12;furniture/equipment;good
868;37;homme;2;propriétaire;;;7409;36;business;good
869;24;femme;2;location;moins de 3000;moins de 500;652;12;furniture/equipment;good
870;40;femme;2;propriétaire;plus de 30000;;7678;36;furniture/equipment;good
871;46;homme;2;propriétaire;moins de 3000;plus de 3000;1343;6;car;good
872;26;homme;2;propriétaire;entre 3000 et 10000;moins de 500;1382;24;business;good
873;24;femme;2;propriétaire;;;874;15;domestic appliances;good
874;29;homme;0;propriétaire;moins de 3000;moins de 500;3590;12;furniture/equipment;good
875;40;femme;2;propriétaire;entre 10000 et 30000;entre 500 et 3000;1322;11;car;good
876;36;homme;3;gratuit;moins de 3000;moins de 500;1940;18;radio/TV;good
877;28;homme;2;propriétaire;moins de 3000;;3595;36;radio/TV;good
878;27;homme;3;gratuit;moins de 3000;moins de 500;1422;9;car;bad
879;36;homme;2;propriétaire;;;6742;30;radio/TV;good
880;38;homme;3;propriétaire;moins de 3000;;7814;24;car;good
881;48;homme;2;gratuit;;;9277;24;car;good
882;36;homme;2;propriétaire;;entre 500 et 3000;2181;30;car;good
883;65;femme;0;propriétaire;moins de 3000;;1098;18;radio/TV;good
884;43;homme;2;propriétaire;moins de 3000;entre 500 et 3000;4057;24;furniture/equipment;bad
885;53;femme;2;propriétaire;moins de 3000;moins de 500;795;12;education;bad
886;34;homme;2;propriétaire;;entre 500 et 3000;2825;24;business;good
887;23;homme;2;propriétaire;moins de 3000;entre 500 et 3000;15672;48;business;bad
888;34;homme;3;propriétaire;moins de 3000;;6614;36;car;good
889;40;homme;2;location;;;7824;28;car;good
890;43;homme;3;propriétaire;moins de 3000;moins de 500;2442;27;business;good
891;46;homme;2;propriétaire;moins de 3000;;1829;15;radio/TV;good
892;38;homme;0;propriétaire;moins de 3000;moins de 500;2171;12;car;good
893;34;homme;2;propriétaire;moins de 3000;entre 500 et 3000;5800;36;car;good
894;29;homme;2;propriétaire;;;1169;18;radio/TV;good
895;31;homme;3;propriétaire;;;8947;36;car;good
896;28;femme;3;location;moins de 3000;moins de 500;2606;21;radio/TV;good
897;35;femme;2;propriétaire;entre 10000 et 30000;;1592;12;furniture/equipment;good
898;33;femme;0;location;;;2186;15;furniture/equipment;good
899;42;homme;2;propriétaire;moins de 3000;moins de 500;4153;18;furniture/equipment;bad
900;43;homme;2;location;moins de 3000;moins de 500;2625;16;car;bad
901;44;homme;2;propriétaire;;;3485;20;car;good
902;42;homme;2;gratuit;;;10477;36;car;good
903;40;homme;2;location;;;1386;15;radio/TV;good
904;36;homme;3;propriétaire;moins de 3000;;1278;24;radio/TV;good
905;20;homme;3;location;moins de 3000;moins de 500;1107;12;radio/TV;good
906;24;homme;0;propriétaire;;moins de 500;3763;21;car;good
907;27;homme;2;propriétaire;;entre 500 et 3000;3711;36;education;good
908;46;femme;0;propriétaire;moins de 3000;;3594;15;car;good
909;33;femme;0;propriétaire;;entre 500 et 3000;3195;9;car;good
910;34;femme;2;propriétaire;moins de 3000;;4454;36;radio/TV;good
911;25;femme;0;propriétaire;moins de 3000;entre 500 et 3000;4736;24;furniture/equipment;bad
912;25;femme;2;propriétaire;;entre 500 et 3000;2991;30;radio/TV;good
913;28;homme;2;propriétaire;entre 10000 et 30000;;2142;11;business;good
914;31;homme;2;location;moins de 3000;moins de 500;3161;24;business;bad
915;32;femme;3;propriétaire;moins de 3000;entre 500 et 3000;18424;48;vacation/others;bad
916;32;homme;2;propriétaire;entre 3000 et 10000;;2848;10;car;good
917;68;homme;3;propriétaire;moins de 3000;moins de 500;14896;6;car;bad
918;33;homme;2;propriétaire;entre 3000 et 10000;moins de 500;2359;24;furniture/equipment;bad
919;39;homme;3;location;moins de 3000;moins de 500;3345;24;furniture/equipment;bad
920;28;femme;2;propriétaire;moins de 3000;;1817;18;furniture/equipment;good
921;37;homme;3;propriétaire;plus de 30000;;12749;48;radio/TV;good
922;22;femme;2;location;moins de 3000;moins de 500;1366;9;radio/TV;bad
923;30;homme;2;location;moins de 3000;entre 500 et 3000;2002;12;car;good
924;55;homme;2;propriétaire;moins de 3000;moins de 500;6872;24;furniture/equipment;bad
925;46;homme;2;propriétaire;moins de 3000;moins de 500;697;12;car;bad
926;21;femme;2;location;moins de 3000;moins de 500;1049;18;furniture/equipment;good
927;39;homme;2;gratuit;moins de 3000;moins de 500;10297;48;car;bad
928;58;homme;2;propriétaire;;;1867;30;radio/TV;good
929;43;homme;0;propriétaire;moins de 3000;moins de 500;1344;12;car;good
930;24;homme;0;propriétaire;moins de 3000;moins de 500;1747;24;furniture/equipment;good
931;22;femme;2;propriétaire;moins de 3000;entre 500 et 3000;1670;9;radio/TV;bad
932;30;homme;2;propriétaire;moins de 3000;;1224;9;car;good
933;42;homme;2;propriétaire;plus de 30000;;522;12;radio/TV;good
934;23;femme;2;propriétaire;moins de 3000;moins de 500;1498;12;radio/TV;good
935;30;homme;3;propriétaire;entre 3000 et 10000;entre 500 et 3000;1919;30;radio/TV;bad
936;28;femme;0;propriétaire;moins de 3000;plus de 3000;745;9;radio/TV;bad
937;30;homme;3;location;moins de 3000;entre 500 et 3000;2063;6;radio/TV;good
938;42;homme;2;gratuit;moins de 3000;entre 500 et 3000;6288;60;education;bad
939;46;homme;3;propriétaire;;;6842;24;car;good
940;45;homme;3;propriétaire;;;3527;12;car;good
941;31;homme;0;propriétaire;moins de 3000;;1546;10;car;good
942;31;homme;2;propriétaire;;;929;24;furniture/equipment;good
943;42;homme;0;propriétaire;moins de 3000;;1455;4;car;good
944;46;femme;2;location;moins de 3000;moins de 500;1845;15;furniture/equipment;good
945;30;femme;2;propriétaire;plus de 30000;entre 500 et 3000;8358;48;car;good
946;30;homme;2;gratuit;plus de 30000;moins de 500;3349;24;furniture/equipment;bad
947;38;homme;3;propriétaire;;;2859;12;car;good
948;43;homme;0;propriétaire;moins de 3000;;1533;18;furniture/equipment;bad
949;31;homme;2;propriétaire;entre 3000 et 10000;;3621;24;radio/TV;bad
950;40;homme;0;propriétaire;moins de 3000;entre 500 et 3000;3590;18;business;good
951;24;homme;2;propriétaire;moins de 3000;moins de 500;2145;36;business;bad
952;28;femme;2;location;plus de 30000;entre 500 et 3000;4113;24;car;bad
953;26;femme;3;propriétaire;moins de 3000;;10974;36;furniture/equipment;bad
954;29;femme;2;propriétaire;moins de 3000;moins de 500;1893;12;car;good
955;57;femme;3;location;entre 10000 et 30000;moins de 500;1231;24;radio/TV;good
956;49;homme;0;propriétaire;;plus de 3000;3656;30;radio/TV;good
957;37;homme;0;propriétaire;moins de 3000;entre 500 et 3000;1154;9;radio/TV;good
958;45;homme;0;propriétaire;moins de 3000;moins de 500;4006;28;car;bad
959;30;homme;2;gratuit;entre 3000 et 10000;entre 500 et 3000;3069;24;furniture/equipment;good
960;30;homme;2;location;moins de 3000;;1740;6;radio/TV;good
961;47;homme;2;propriétaire;moins de 3000;entre 500 et 3000;2353;21;car;good
962;29;homme;2;propriétaire;;;3556;15;car;good
963;35;homme;2;propriétaire;plus de 30000;;2397;24;radio/TV;bad
964;22;homme;0;propriétaire;moins de 3000;entre 500 et 3000;454;6;repairs;good
965;26;femme;2;propriétaire;;entre 500 et 3000;1715;30;radio/TV;good
966;23;homme;0;propriétaire;plus de 30000;entre 500 et 3000;2520;27;radio/TV;bad
967;54;femme;3;location;moins de 3000;;3568;15;radio/TV;good
968;29;homme;2;location;;;7166;42;radio/TV;good
969;40;homme;0;propriétaire;moins de 3000;moins de 500;3939;11;car;good
970;22;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;1514;15;repairs;good
971;43;homme;0;propriétaire;moins de 3000;;7393;24;car;good
972;29;femme;0;location;moins de 3000;moins de 500;1193;24;car;bad
973;36;homme;2;location;moins de 3000;moins de 500;7297;60;business;bad
974;33;femme;2;propriétaire;moins de 3000;;2831;30;radio/TV;good
975;57;femme;0;propriétaire;plus de 30000;plus de 3000;1258;24;radio/TV;good
976;64;femme;2;propriétaire;moins de 3000;entre 500 et 3000;753;6;radio/TV;good
977;42;homme;2;propriétaire;;entre 500 et 3000;2427;18;business;good
978;47;homme;0;propriétaire;moins de 3000;;2538;24;car;bad
979;25;homme;2;location;entre 3000 et 10000;entre 500 et 3000;1264;15;car;bad
980;49;homme;2;propriétaire;moins de 3000;entre 500 et 3000;8386;30;furniture/equipment;bad
981;33;homme;3;location;moins de 3000;;4844;48;business;bad
982;28;femme;3;propriétaire;entre 3000 et 10000;plus de 3000;2923;21;car;good
983;26;homme;2;propriétaire;moins de 3000;moins de 500;8229;36;car;bad
984;30;homme;0;propriétaire;moins de 3000;;2028;24;furniture/equipment;good
985;25;femme;2;location;moins de 3000;moins de 500;1433;15;furniture/equipment;good
986;33;homme;2;propriétaire;moins de 3000;plus de 3000;6289;42;business;good
987;64;femme;2;propriétaire;entre 3000 et 10000;;1409;13;radio/TV;good
988;29;homme;3;gratuit;moins de 3000;moins de 500;6579;24;car;good
989;48;homme;0;propriétaire;moins de 3000;entre 500 et 3000;1743;24;radio/TV;good
990;37;homme;0;propriétaire;;;3565;12;education;good
991;34;homme;0;propriétaire;entre 3000 et 10000;;1569;15;radio/TV;good
992;23;homme;0;location;;moins de 500;1936;18;radio/TV;good
993;30;homme;3;propriétaire;moins de 3000;moins de 500;3959;36;furniture/equipment;good
994;50;homme;2;propriétaire;;;2390;12;car;good
995;31;femme;0;propriétaire;moins de 3000;;1736;12;furniture/equipment;good
996;40;homme;3;propriétaire;moins de 3000;moins de 500;3857;30;car;good
997;38;homme;2;propriétaire;moins de 3000;;804;12;radio/TV;good
998;23;homme;2;gratuit;moins de 3000;moins de 500;1845;45;radio/TV;bad
999;27;homme;2;propriétaire;entre 3000 et 10000;entre 500 et 3000;4576;45;car;good
